timestamp,id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl,hour,dow,dayofyear,hour_sin,hour_cos,dow_sin,dow_cos,n_flows_sim_trend,baseline_smooth,trend_factor,daily_factor,weekly_factor
2023-10-09 10:00:00+00:00,10.0,1115882.0,92418518.0,91772195463.0,402926.0,5.08,18.92,548004.0,6.91,176.9,835000.0,10.53,193.57,0.85,0.84,0.5,0.45,28.11,123.03,10,0,282,0.49999999999999994,-0.8660254037844387,0.0,1.0,1009288,916275.8171279335,1.0000446794126152,1.05,1.0337088383461617
2023-10-09 11:00:00+00:00,11.0,1465222.0,86212573.0,84672860019.0,405311.0,5.31,19.58,562829.0,7.38,186.56,833516.0,10.92,205.47,0.82,0.83,0.46,0.43,20.54,143.14,11,0,282,0.258819045102521,-0.9659258262890682,0.0,1.0,1057896,965075.6268040412,1.0000491911906286,1.0482962913144533,1.0344904488159186
2023-10-09 12:00:00+00:00,12.0,1726681.0,90790899.0,90226517269.0,373540.0,5.36,20.09,546004.0,7.84,195.78,766636.0,11.0,213.9,0.79,0.81,0.44,0.41,16.79,159.58,12,0,282,1.2246467991473532e-16,-1.0,0.0,1.0,1113799,1027936.046521046,1.0000537109954692,1.043301270189222,1.0352238212742695
2023-10-09 13:00:00+00:00,13.0,1762623.0,93378609.0,90533972705.0,360252.0,5.67,23.49,583443.0,9.19,223.34,774460.0,12.19,246.99,0.79,0.81,0.42,0.4,15.37,163.2,13,0,282,-0.2588190451025208,-0.9659258262890683,0.0,1.0,1131282,1084570.5142232722,1.0000582388413446,1.0353553390593273,1.0359079300335177
2023-10-09 14:00:00+00:00,14.0,1633538.0,74851127.0,71235072198.0,330185.0,5.99,33.1,502905.0,9.12,231.78,726114.0,13.16,276.74,0.77,0.79,0.42,0.41,15.25,165.9,14,0,282,-0.4999999999999998,-0.8660254037844388,0.0,1.0,1193542,1124296.3162653537,1.000062774742487,1.025,1.036541818305704
2023-10-09 15:00:00+00:00,15.0,1460021.0,69575545.0,64954449217.0,287533.0,5.91,34.56,447645.0,9.19,243.95,628172.0,12.9,287.39,0.76,0.79,0.41,0.4,14.8,169.54,15,0,282,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1230677,1147204.267999112,1.0000673187131544,1.012940952255126,1.0371245995407616
2023-10-09 16:00:00+00:00,16.0,1410901.0,75830537.0,76606441654.0,255246.0,6.03,37.03,462617.0,10.94,268.13,579644.0,13.7,295.79,0.74,0.77,0.41,0.4,14.92,175.47,16,0,282,-0.8660254037844384,-0.5000000000000004,0.0,1.0,1160412,1164236.8046944535,1.0000718707676286,1.0,1.0376554586664362
2023-10-09 17:00:00+00:00,17.0,1500590.0,75302899.0,74763310311.0,246638.0,5.96,36.57,596434.0,14.41,294.92,553812.0,13.38,271.84,0.74,0.77,0.41,0.4,14.92,174.56,17,0,282,-0.9659258262890683,-0.25881904510252063,0.0,1.0,1197676,1184873.5868298665,1.0000764309202175,0.987059047744874,1.0381336532282386
2023-10-09 18:00:00+00:00,18.0,1534335.0,82918545.0,84097868552.0,261901.0,6.38,36.29,516771.0,12.58,277.03,580204.0,14.12,283.58,0.73,0.77,0.4,0.39,13.92,177.58,18,0,282,-1.0,-1.8369701987210297e-16,0.0,1.0,1152912,1205302.9513023146,1.0000809991852533,0.975,1.0385585144278342
2023-10-09 19:00:00+00:00,19.0,1366615.0,85849684.0,96125781574.0,223903.0,5.91,25.28,454142.0,11.99,264.37,469225.0,12.39,242.42,0.73,0.77,0.39,0.4,12.3,181.5,19,0,282,-0.9659258262890684,0.2588190451025203,0.0,1.0,1170901,1214313.0848033614,1.0000855755770939,0.9646446609406726,1.0389294480584181
2023-10-09 20:00:00+00:00,20.0,1395440.0,45338880.0,43251425627.0,204501.0,6.04,26.45,508577.0,15.01,333.44,434585.0,12.83,248.05,0.72,0.76,0.38,0.4,9.5,191.33,20,0,282,-0.8660254037844386,0.5000000000000001,0.0,1.0,1151648,1224003.4062072458,1.0000901601101218,0.9566987298107781,1.0392459353357668
2023-10-09 21:00:00+00:00,21.0,1318393.0,42526902.0,43451803402.0,198816.0,6.43,27.32,492007.0,15.92,330.52,413895.0,13.39,245.76,0.72,0.77,0.36,0.4,6.9,203.05,21,0,282,-0.7071067811865477,0.7071067811865474,0.0,1.0,1207277,1228851.275255492,1.0000947527987447,0.9517037086855465,1.0395075336238055
2023-10-09 22:00:00+00:00,22.0,1244915.0,20586401.0,17600808472.0,210213.0,6.88,29.19,379190.0,12.41,245.3,436214.0,14.28,257.57,0.71,0.76,0.35,0.39,5.72,206.57,22,0,282,-0.5000000000000004,0.8660254037844384,0.0,1.0,1169357,1229644.9411310095,1.0000993536573966,0.95,1.0397138770536736
2023-10-09 23:00:00+00:00,23.0,1308694.0,20190649.0,16680460548.0,200275.0,6.7,29.21,428999.0,14.35,289.86,430665.0,14.4,265.67,0.71,0.76,0.36,0.4,5.4,206.26,23,0,282,-0.25881904510252157,0.9659258262890681,0.0,1.0,1230737,1233409.1133762328,1.000103962700535,0.9517037086855465,1.0398646770354258
2023-10-10 00:00:00+00:00,24.0,1339143.0,17582151.0,15373776509.0,187044.0,6.41,27.81,527741.0,18.09,360.34,399233.0,13.68,243.1,0.7,0.75,0.36,0.4,5.3,207.59,0,1,283,0.0,1.0,0.7818314824680298,0.6234898018587336,1237931,1238270.026303777,1.0001085799426441,0.9566987298107781,1.0399597226616526
2023-10-10 01:00:00+00:00,25.0,1244295.0,15897544.0,13593607086.0,186790.0,6.38,27.83,478986.0,16.37,335.94,403524.0,13.79,258.42,0.71,0.76,0.36,0.4,5.25,206.98,1,1,283,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,1235729,1238537.8691073693,1.0001132053982331,0.9646446609406727,1.0399988810024507
2023-10-10 02:00:00+00:00,26.0,1239949.0,27169520.0,25707492444.0,201254.0,6.22,26.49,473688.0,14.65,289.7,456134.0,14.11,256.49,0.72,0.76,0.37,0.4,6.13,199.55,2,1,283,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1164721,1238598.6197850313,1.0001178390818366,0.975,1.03998209729134
2023-10-10 03:00:00+00:00,27.0,1380526.0,42916523.0,43515087858.0,235042.0,5.63,23.02,568815.0,13.62,267.56,522107.0,12.5,212.67,0.76,0.79,0.4,0.4,8.22,183.72,3,1,283,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,1257119,1244523.7794785358,1.000122481008014,0.987059047744874,1.0399093950018583
2023-10-10 04:00:00+00:00,28.0,1601314.0,54409405.0,52619624026.0,313056.0,5.05,18.73,613011.0,9.89,219.89,642397.0,10.36,176.54,0.79,0.82,0.43,0.41,13.37,164.72,4,1,283,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1307333,1258986.3690453437,1.0001271311913513,1.0,1.0397808758147309
2023-10-10 05:00:00+00:00,29.0,1677398.0,70535494.0,69643093752.0,351113.0,4.87,17.19,637525.0,8.85,206.4,688742.0,9.56,158.52,0.8,0.82,0.44,0.42,14.73,160.37,5,1,283,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,1347889,1275473.6001271638,1.0001317896464594,1.012940952255126,1.0395967194756626
2023-10-10 06:00:00+00:00,30.0,1821497.0,79149977.0,75652344288.0,398525.0,4.93,16.9,665261.0,8.22,192.91,770482.0,9.53,161.89,0.81,0.83,0.45,0.42,16.75,158.02,6,1,283,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1319335,1296412.0154149432,1.0001364563879749,1.025,1.0393571835439452
2023-10-10 07:00:00+00:00,31.0,1835336.0,76036474.0,70993912711.0,409485.0,5.03,16.97,653120.0,8.02,190.06,751799.0,9.23,152.86,0.81,0.83,0.44,0.42,16.1,160.29,7,1,283,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1396379,1316544.4225554715,1.0001411314305597,1.0353553390593273,1.039062603032239
2023-10-10 08:00:00+00:00,32.0,1702245.0,80657517.0,79776146485.0,394401.0,4.87,17.01,584576.0,7.21,180.99,700056.0,8.64,147.7,0.81,0.83,0.45,0.42,16.9,159.04,8,1,283,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,1400443,1330594.32634497,1.000145814788902,1.043301270189222,1.0387133899380268
2023-10-10 09:00:00+00:00,33.0,1737828.0,76303833.0,72304672605.0,405719.0,4.89,17.39,607663.0,7.32,184.22,720697.0,8.68,150.52,0.81,0.83,0.45,0.42,16.54,157.1,9,1,283,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,1429170,1345072.5575133301,1.0001505064777152,1.0482962913144533,1.0383100326673973
2023-10-10 10:00:00+00:00,34.0,1777686.0,88354081.0,85976653923.0,400617.0,4.86,17.82,620569.0,7.52,191.07,721767.0,8.75,151.45,0.81,0.83,0.45,0.42,17.91,157.28,10,1,283,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1530328,1360096.757646515,1.0001552065117387,1.05,1.0378530953519665
2023-10-10 11:00:00+00:00,35.0,1720143.0,71926251.0,68407197837.0,378465.0,4.92,18.67,593714.0,7.72,196.53,694836.0,9.03,168.79,0.8,0.82,0.45,0.42,16.88,158.77,11,1,283,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,1456835,1372320.9097240784,1.0001599149057376,1.0482962913144533,1.037343217059888
2023-10-10 12:00:00+00:00,36.0,1697011.0,90599279.0,91608875096.0,373181.0,5.17,19.63,605263.0,8.38,216.57,698848.0,9.68,188.94,0.79,0.82,0.44,0.41,16.72,161.74,12,1,283,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1494859,1383106.1234922667,1.000164631674503,1.043301270189222,1.036781110902058
2023-10-10 13:00:00+00:00,37.0,1661170.0,81907668.0,82135814846.0,333196.0,5.19,22.01,593050.0,9.24,245.22,664790.0,10.35,218.46,0.79,0.81,0.43,0.41,15.85,160.58,13,1,283,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,1533915,1392149.1921774629,1.0001693568328516,1.0353553390593275,1.0361675630347655
2023-10-10 14:00:00+00:00,38.0,1572233.0,72686442.0,70745353724.0,305328.0,5.49,22.47,584642.0,10.51,253.82,604287.0,10.86,220.44,0.77,0.8,0.43,0.41,15.31,166.93,14,1,283,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,1458208,1397887.095670452,1.0001740903956262,1.0250000000000001,1.035503431560182
2023-10-10 15:00:00+00:00,39.0,1458753.0,70474877.0,68790547353.0,288000.0,5.68,23.78,470502.0,9.28,237.97,589188.0,11.62,252.69,0.76,0.78,0.42,0.41,15.09,169.91,15,1,283,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,1462584,1399788.3513435465,1.0001788323776957,1.012940952255126,1.0347896453262277
2023-10-10 16:00:00+00:00,40.0,1317677.0,80167289.0,80615440515.0,245066.0,5.7,24.96,416998.0,9.7,239.72,518903.0,12.06,258.41,0.74,0.77,0.41,0.4,14.78,175.08,16,1,283,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1449880,1397272.2741550074,1.0001835827939547,1.0,1.0340272026274935
2023-10-10 17:00:00+00:00,41.0,1387241.0,87425447.0,86688271219.0,255366.0,5.94,26.0,431983.0,10.05,238.84,541669.0,12.6,258.48,0.74,0.77,0.4,0.4,14.96,175.77,17,1,283,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1427693,1396970.56774277,1.0001883416593242,0.9870590477448741,1.0332171698090362
2023-10-10 18:00:00+00:00,42.0,1477843.0,68139421.0,65764922349.0,239284.0,5.8,25.4,553391.0,13.42,282.69,509948.0,12.36,238.41,0.73,0.76,0.4,0.4,14.04,176.39,18,1,283,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1357964,1399359.3569486395,1.000193108988751,0.9750000000000001,1.0323606797749978
2023-10-10 19:00:00+00:00,43.0,1590202.0,54432762.0,52218038865.0,203847.0,5.46,24.19,710024.0,19.02,374.04,457611.0,12.26,230.19,0.72,0.75,0.39,0.4,12.56,180.82,19,1,283,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,1401336,1404898.358794449,1.0001978847972086,0.9646446609406727,1.031458930404138
2023-10-10 20:00:00+00:00,44.0,1587523.0,51740995.0,50686288437.0,209198.0,5.87,25.68,630083.0,17.69,322.91,503103.0,14.12,245.26,0.71,0.75,0.38,0.4,9.59,189.63,20,1,283,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1448350,1410109.2685385428,1.000202669099696,0.9566987298107781,1.0305131828744907
2023-10-10 21:00:00+00:00,45.0,1535705.0,50629883.0,56848588036.0,186420.0,5.73,27.09,599814.0,18.45,332.79,503329.0,15.48,270.35,0.7,0.75,0.38,0.4,8.1,193.67,21,1,283,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,1322538,1413634.085793833,1.0002074619112387,0.9517037086855465,1.0295247598994937
2023-10-10 22:00:00+00:00,46.0,1623465.0,30264541.0,30500520260.0,190761.0,6.1,27.83,661485.0,21.15,371.82,424637.0,13.58,253.03,0.7,0.75,0.37,0.4,6.49,198.65,22,1,283,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,1423405,1419428.8929589626,1.0002122632468886,0.95,1.0284950438780538
2023-10-10 23:00:00+00:00,47.0,1178686.0,26612951.0,26025991083.0,195103.0,6.35,30.66,461866.0,15.03,304.06,468369.0,15.24,307.27,0.72,0.75,0.4,0.42,8.58,179.72,23,1,283,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,1386781,1412883.7011693255,1.0002170731217241,0.9517037086855465,1.0274254749611373
2023-10-11 00:00:00+00:00,48.0,694622.0,27270864.0,27028015232.0,181149.0,6.18,32.41,425466.0,14.51,307.39,466097.0,15.89,328.21,0.77,0.76,0.47,0.47,14.01,138.83,0,2,284,0.0,1.0,0.9749279121818236,-0.22252093395631434,1342610,1393651.256657501,1.0002218915508496,0.9566987298107781,1.0263175490375884
2023-10-11 01:00:00+00:00,49.0,850729.0,23148125.0,22608580241.0,172527.0,6.05,31.21,577422.0,20.26,365.29,470221.0,16.5,311.92,0.78,0.76,0.47,0.47,13.63,142.75,1,2,284,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,1448750,1379327.788875615,1.000226718549396,0.9646446609406726,1.0251728156419935
2023-10-11 02:00:00+00:00,50.0,915920.0,38982260.0,40428796278.0,175222.0,5.64,29.93,610672.0,19.65,362.57,515067.0,16.58,318.86,0.78,0.76,0.49,0.47,15.54,132.97,2,2,284,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1396980,1367277.392747237,1.0002315541325209,0.975,1.0239928757875165
2023-10-11 03:00:00+00:00,51.0,1081090.0,48856404.0,50126906914.0,223288.0,5.37,24.75,675471.0,16.24,296.02,688211.0,16.55,276.75,0.81,0.8,0.49,0.46,17.99,128.38,3,2,284,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,1324714,1359939.3890660536,1.0002363983154081,0.9870590477448739,1.0227793797267382
2023-10-11 04:00:00+00:00,52.0,1172959.0,83251601.0,82707949104.0,299639.0,4.94,19.93,679958.0,11.21,228.02,781770.0,12.89,216.13,0.84,0.83,0.51,0.45,23.0,122.45,4,2,284,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1387827,1355210.397623825,1.0002412511132683,1.0,1.0215340246436273
2023-10-11 05:00:00+00:00,53.0,1259670.0,89135205.0,89282789823.0,345070.0,4.83,18.19,723874.0,10.12,211.17,849078.0,11.88,200.32,0.84,0.83,0.5,0.45,25.22,122.24,5,2,284,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,1422842,1352826.13460773,1.0002461125413387,1.012940952255126,1.0202585522798768
2023-10-11 06:00:00+00:00,54.0,1206029.0,81315986.0,80863047674.0,346367.0,4.58,16.88,695306.0,9.19,191.49,819655.0,10.83,182.46,0.85,0.84,0.51,0.46,28.51,122.4,6,2,284,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1401547,1349210.1774134296,1.0002509826148827,1.025,1.01895474649892
2023-10-11 07:00:00+00:00,55.0,1281222.0,78365266.0,76111398721.0,377321.0,4.8,17.84,728715.0,9.27,194.33,858009.0,10.92,185.52,0.85,0.83,0.5,0.45,27.45,124.0,7,2,284,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1449548,1347556.6315066472,1.0002558613491912,1.0353553390593273,1.0176244307910354
2023-10-11 08:00:00+00:00,56.0,1198266.0,95824097.0,96877844713.0,390128.0,4.9,18.09,668831.0,8.4,184.77,775746.0,9.74,168.63,0.85,0.84,0.5,0.45,27.26,127.0,8,2,284,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,1422509,1343970.5012536123,1.0002607487595812,1.043301270189222,1.016269465723032
2023-10-11 09:00:00+00:00,57.0,1171537.0,86872625.0,85904120373.0,387627.0,4.84,17.37,667822.0,8.34,183.76,762880.0,9.53,167.15,0.84,0.83,0.5,0.45,27.09,126.1,9,2,284,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1454715,1339878.3236361034,1.0002656448613967,1.0482962913144533,1.0148917463360778
2023-10-11 10:00:00+00:00,58.0,1200613.0,92812987.0,91877335374.0,374432.0,4.78,18.76,674151.0,8.6,197.96,765282.0,9.77,180.47,0.84,0.83,0.51,0.45,28.33,120.48,10,2,284,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1485509,1336612.1500913934,1.0002705496700086,1.05,1.0134931994953131
2023-10-11 11:00:00+00:00,59.0,1241946.0,80813087.0,79286804510.0,378460.0,5.15,19.78,709425.0,9.65,215.65,780075.0,10.61,199.46,0.84,0.82,0.5,0.44,25.42,123.7,11,2,284,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,1387731,1334417.45501812,1.0002754632008144,1.0482962913144533,1.0120757811949561
2023-10-11 12:00:00+00:00,60.0,1291465.0,99497958.0,104430580345.0,364033.0,5.49,22.28,744141.0,11.22,254.01,784197.0,11.82,239.72,0.83,0.82,0.5,0.45,24.45,125.45,12,2,284,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,1414967,1333432.8402911618,1.0002803854692393,1.043301270189222,1.010641473822667
2023-10-11 13:00:00+00:00,61.0,1255842.0,74476602.0,72272560734.0,324070.0,5.57,24.08,751289.0,12.92,283.66,733991.0,12.62,260.01,0.83,0.81,0.49,0.45,22.61,126.91,13,2,284,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,1372615,1331673.7044123276,1.0002853164907344,1.0353553390593275,1.0091922833870008
2023-10-11 14:00:00+00:00,62.0,1171103.0,71043880.0,72101466607.0,286727.0,5.72,25.67,724310.0,14.46,302.04,676040.0,13.49,276.19,0.82,0.8,0.49,0.45,21.78,130.46,14,2,284,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,1377444,1328072.2838359857,1.0002902562807783,1.0250000000000001,1.0077302367118222
2023-10-11 15:00:00+00:00,63.0,1093708.0,70317488.0,70823231253.0,267217.0,6.02,27.37,681410.0,15.35,319.66,653492.0,14.72,309.39,0.81,0.79,0.48,0.44,20.54,134.38,15,2,284,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,1301581,1322870.8628976,1.000295204854877,1.012940952255126,1.0062573786016091
2023-10-11 16:00:00+00:00,64.0,969105.0,66157442.0,66882688542.0,222528.0,6.01,29.34,618896.0,16.73,334.95,574918.0,15.54,326.37,0.78,0.77,0.49,0.46,21.56,130.57,16,2,284,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1299004,1315099.9757888047,1.0003001622285632,1.0000000000000002,1.0047757689816097
2023-10-11 17:00:00+00:00,65.0,948320.0,81404655.0,82617683663.0,241103.0,6.29,30.31,558594.0,14.58,326.81,598286.0,15.61,338.24,0.78,0.77,0.48,0.45,21.59,128.79,17,2,284,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1287246,1307124.0294734987,1.0003051284173967,0.987059047744874,1.0032874800168492
2023-10-11 18:00:00+00:00,66.0,913024.0,77997407.0,77894286165.0,254496.0,6.5,29.29,516836.0,13.2,299.04,596954.0,15.25,313.33,0.79,0.77,0.47,0.44,20.46,132.3,18,2,284,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,1303515,1298638.0937747357,1.000310103436965,0.9749999999999999,1.0017945932140206
2023-10-11 19:00:00+00:00,67.0,881828.0,61202333.0,60763265293.0,250113.0,6.92,29.24,509796.0,14.1,287.65,591349.0,16.36,306.68,0.8,0.79,0.44,0.42,16.78,149.35,19,2,284,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,1288429,1289749.3589837325,1.000315087302882,0.9646446609406726,1.0002991965103094
2023-10-11 20:00:00+00:00,68.0,773852.0,44451779.0,44738026852.0,218836.0,6.75,29.7,462065.0,14.25,269.94,535212.0,16.5,282.98,0.8,0.79,0.44,0.42,14.95,152.22,20,2,284,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1174817,1278850.9665089396,1.00032008003079,0.9566987298107781,0.9988033813532241
2023-10-11 21:00:00+00:00,69.0,865707.0,24688309.0,23950336867.0,168620.0,6.09,29.27,583620.0,21.09,373.11,446690.0,16.14,276.84,0.79,0.78,0.45,0.45,14.99,151.08,21,2,284,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,1177587,1270203.5925600873,1.0003250816363576,0.9517037086855465,0.9973092397755184
2023-10-11 22:00:00+00:00,70.0,1138862.0,20779859.0,19567287249.0,190663.0,6.67,31.02,783370.0,27.4,457.93,460254.0,16.1,293.67,0.79,0.77,0.44,0.44,12.83,154.74,22,2,284,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1222972,1267479.307968115,1.0003300921352813,0.95,0.9958188614692939
2023-10-11 23:00:00+00:00,71.0,1220400.0,20623124.0,18704066582.0,184293.0,6.3,32.49,823682.0,28.15,491.49,476322.0,16.28,330.08,0.77,0.76,0.47,0.47,14.71,134.3,23,2,284,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,1129354,1266511.411628819,1.000335111543285,0.9517037086855467,0.9943343308633764
2023-10-12 00:00:00+00:00,72.0,1329699.0,19061798.0,16308704696.0,176609.0,6.2,31.92,903542.0,31.71,569.29,464430.0,16.3,333.01,0.77,0.76,0.47,0.47,13.99,137.51,0,3,285,0.0,1.0,0.43388373911755823,-0.900968867902419,1188026,1267799.2399623902,1.00034013987612,0.9566987298107781,0.9928577242080545
2023-10-12 01:00:00+00:00,73.0,1315160.0,18516289.0,16683016133.0,182197.0,6.28,32.9,892827.0,30.75,548.22,480867.0,16.56,340.25,0.76,0.74,0.47,0.47,14.12,135.92,1,3,285,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,1210244,1268756.321282992,1.0003451771495653,0.9646446609406726,0.9913911066712552
2023-10-12 02:00:00+00:00,74.0,1091558.0,26700073.0,26664832414.0,175665.0,5.78,29.64,738379.0,24.29,444.53,455916.0,15.0,315.63,0.78,0.76,0.49,0.47,15.75,129.93,2,3,285,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1268535,1265205.1784450007,1.0003502233794273,0.975,0.9899365294502197
